Auction,Color,IsBadBuy,MMRCurrentAuctionAveragePrice,Size,TopThreeAmericanName,VehBCost,VehicleAge,VehOdo,WarrantyCost,WheelType
MANHEIM,GOLD,No,6829,MEDIUM,GM,7805,3,55584,1003,Alloy
MANHEIM,BLUE,No,6370,LARGE,GM,7800,3,49819,1328,Alloy
MANHEIM,SILVER,No,7832,MEDIUM,CHRYSLER,7170,1,54141,754,Covers
MANHEIM,GREEN,No,3478,LARGE TRUCK,CHRYSLER,4340,6,72970,869,Alloy
MANHEIM,WHITE,No,8397,SMALL SUV,CHRYSLER,7205,4,66372,630,Alloy
MANHEIM,WHITE,No,6815,MEDIUM,GM,6155,4,66570,923,Covers
MANHEIM,WHITE,No,7449,MEDIUM,CHRYSLER,7185,3,46735,834,Covers
MANHEIM,WHITE,No,7989,CROSSOVER,CHRYSLER,8670,5,71934,1857,Alloy
MANHEIM,SILVER,No,6068,MEDIUM,CHRYSLER,5390,3,55364,1086,Covers
MANHEIM,BLACK,No,6629,COMPACT,FORD,4575,3,40258,834,Covers
MANHEIM,WHITE,No,8507,LARGE,GM,6490,3,74415,1974,Covers
MANHEIM,BLUE,No,11683,MEDIUM,FORD,7685,2,76062,1506,Alloy
MANHEIM,BLUE,No,3543,COMPACT,GM,4440,5,60573,728,Covers
MANHEIM,GREY,No,9694,MEDIUM,OTHER,7040,3,73177,1038,Covers
MANHEIM,WHITE,No,9847,LARGE,GM,7085,2,82826,2152,Alloy
MANHEIM,GREEN,No,8226,LARGE SUV,FORD,10115,7,97039,1930,Alloy
MANHEIM,SILVER,No,7466,MEDIUM,CHRYSLER,7385,2,78805,1155,Covers
MANHEIM,GREY,No,8035,LARGE,GM,8000,3,64462,1703,Covers
MANHEIM,BLUE,No,8186,LARGE,GM,7700,3,62595,1703,Covers
MANHEIM,BLUE,No,7261,MEDIUM,CHRYSLER,6100,3,83435,1373,Covers
MANHEIM,SILVER,No,3324,MEDIUM,GM,4575,5,73723,803,Covers
MANHEIM,BLACK,No,5500,COMPACT,OTHER,5955,2,32625,462,Covers
MANHEIM,SILVER,No,5473,LARGE,GM,7605,5,89405,1633,Covers
MANHEIM,GREY,No,8260,LARGE TRUCK,GM,9980,7,93501,1785,Special
MANHEIM,SILVER,No,2895,VAN,CHRYSLER,5855,7,71569,1923,Covers
MANHEIM,MAROON,No,2956,VAN,GM,5455,6,98282,5613,Alloy
MANHEIM,WHITE,No,7212,MEDIUM,CHRYSLER,7655,2,58274,754,Covers
MANHEIM,SILVER,No,6242,VAN,GM,8000,3,77120,2091,Covers
MANHEIM,SILVER,No,7930,LARGE,GM,7400,3,68132,1703,Covers
MANHEIM,GOLD,No,7818,LARGE,GM,8100,3,59132,1500,Covers
MANHEIM,BLUE,No,6465,LARGE SUV,GM,10400,8,67766,1711,Alloy
MANHEIM,BLUE,No,7930,LARGE,GM,8100,3,60050,1703,Covers
MANHEIM,SILVER,No,7661,MEDIUM,CHRYSLER,7955,2,72296,1155,Covers
MANHEIM,GREY,No,6971,MEDIUM,CHRYSLER,6940,2,59276,754,Covers
MANHEIM,BLACK,No,6014,LARGE,GM,7670,4,72583,1974,Covers
MANHEIM,GREY,No,8298,SPECIALTY,CHRYSLER,10380,4,41562,975,Special
MANHEIM,BLUE,No,5256,COMPACT,GM,4975,3,32284,582,Covers
MANHEIM,GOLD,No,9316,MEDIUM,GM,8185,1,87487,1113,Covers
MANHEIM,ORANGE,No,8596,LARGE TRUCK,GM,10330,6,79514,1272,Alloy
MANHEIM,SILVER,No,5019,COMPACT,GM,4875,3,61887,728,Covers
MANHEIM,SILVER,No,3192,MEDIUM,GM,4125,6,77602,1506,Alloy
MANHEIM,GOLD,No,3899,MEDIUM,OTHER,3640,5,92379,620,Covers
MANHEIM,RED,No,3061,MEDIUM,GM,4740,7,58725,1469,Covers
MANHEIM,BLUE,No,5014,COMPACT,GM,3975,5,81806,853,Covers
MANHEIM,BLUE,Yes,6322,VAN,CHRYSLER,6685,3,87983,1763,Covers
MANHEIM,SILVER,No,2249,MEDIUM,GM,2865,9,76939,1806,Alloy
MANHEIM,GOLD,No,7532,LARGE,GM,7600,3,66852,1703,Covers
MANHEIM,BLUE,No,9875,COMPACT,OTHER,8670,3,66661,630,Alloy
MANHEIM,GREEN,No,4127,MEDIUM,GM,5335,6,65530,1898,Alloy
MANHEIM,GREEN,No,5744,LARGE,FORD,7865,5,68683,1313,Alloy
MANHEIM,SILVER,No,8063,LARGE,FORD,7635,3,71223,1506,Alloy
MANHEIM,MAROON,No,7282,MEDIUM SUV,GM,8340,5,81868,2152,Alloy
MANHEIM,BEIGE,No,8272,SMALL SUV,CHRYSLER,6525,4,81094,723,Alloy
MANHEIM,GREY,No,6971,MEDIUM,GM,7680,3,70647,1038,Covers
MANHEIM,BEIGE,No,4515,COMPACT,FORD,5035,4,79376,1155,Alloy
MANHEIM,RED,No,5308,MEDIUM,FORD,5725,4,85833,853,Covers
MANHEIM,SILVER,No,3508,COMPACT,OTHER,5135,7,86797,894,Covers
MANHEIM,GOLD,No,5859,MEDIUM,GM,6440,4,86489,1373,Alloy
MANHEIM,SILVER,No,7334,LARGE,GM,7800,3,67625,1703,Covers
MANHEIM,SILVER,Yes,8071,LARGE,OTHER,9435,5,82072,1243,Alloy
MANHEIM,BLUE,No,6481,VAN,GM,7700,3,77918,2091,Covers
MANHEIM,SILVER,No,8376,MEDIUM,GM,7735,3,85297,1373,Alloy
MANHEIM,BLUE,No,7136,VAN,GM,8000,3,65124,1801,Covers
MANHEIM,BROWN,No,8140,LARGE,GM,8000,3,62553,1703,Covers
MANHEIM,WHITE,No,7198,LARGE SUV,FORD,10150,7,94635,1497,Alloy
MANHEIM,RED,No,8036,MEDIUM,OTHER,7935,2,65597,728,Covers
MANHEIM,WHITE,No,8045,LARGE TRUCK,CHRYSLER,7935,5,92639,1053,Alloy
MANHEIM,SILVER,No,7949,LARGE SUV,GM,10135,6,97252,1918,Alloy
MANHEIM,WHITE,No,2757,COMPACT,CHRYSLER,4210,6,61377,630,Alloy
MANHEIM,GOLD,No,3931,MEDIUM,FORD,4635,5,79786,920,Alloy
MANHEIM,RED,No,2630,MEDIUM,CHRYSLER,4135,9,66045,1515,Special
MANHEIM,GOLD,No,6025,MEDIUM,GM,7035,3,76914,803,Alloy
MANHEIM,WHITE,No,7637,MEDIUM,OTHER,8040,3,71645,803,Alloy
MANHEIM,WHITE,No,5234,COMPACT,OTHER,5435,4,85661,594,Covers
MANHEIM,WHITE,No,3318,MEDIUM,CHRYSLER,4435,5,79256,1389,Covers
MANHEIM,SILVER,No,6119,MEDIUM,GM,6035,4,96027,1197,Alloy
MANHEIM,BLACK,No,6392,LARGE,FORD,7635,5,82929,1633,Alloy
MANHEIM,WHITE,No,5776,MEDIUM,GM,6435,4,81905,1113,Alloy
MANHEIM,BLACK,No,6439,MEDIUM,CHRYSLER,6670,2,41630,975,Covers
MANHEIM,WHITE,No,3882,MEDIUM,CHRYSLER,5170,5,59593,1086,Covers
MANHEIM,RED,No,3572,COMPACT,FORD,5870,5,76445,1155,Alloy
MANHEIM,WHITE,Yes,5190,MEDIUM SUV,GM,6840,5,89945,4032,Alloy
MANHEIM,RED,No,5564,MEDIUM SUV,CHRYSLER,7740,6,74425,1857,Alloy
MANHEIM,BEIGE,No,5211,VAN,CHRYSLER,5970,5,89357,1763,Covers
MANHEIM,SILVER,No,9369,MEDIUM,GM,8640,2,60516,1118,Alloy
MANHEIM,SILVER,No,5215,MEDIUM,CHRYSLER,6525,4,36227,882,Covers
MANHEIM,GREY,No,4629,CROSSOVER,OTHER,7935,5,59364,505,Covers
MANHEIM,GREY,No,10221,LARGE TRUCK,CHRYSLER,11150,5,91649,1053,Alloy
MANHEIM,SILVER,No,7104,LARGE TRUCK,GM,10050,7,95838,1641,Alloy
MANHEIM,GREEN,No,7371,MEDIUM SUV,GM,7740,4,87711,1243,Alloy
MANHEIM,SILVER,No,7992,SMALL SUV,FORD,6425,4,93146,1630,Alloy
MANHEIM,WHITE,Yes,3581,MEDIUM,CHRYSLER,4635,7,87729,1803,Alloy
MANHEIM,RED,No,6354,MEDIUM,FORD,8240,4,55171,671,Alloy
MANHEIM,WHITE,No,10564,LARGE,GM,8840,2,80783,2152,Alloy
MANHEIM,BLUE,Yes,3512,MEDIUM,OTHER,4935,5,83807,594,Covers
MANHEIM,BLACK,No,8551,MEDIUM,CHRYSLER,8140,2,77697,1155,Covers
MANHEIM,MAROON,No,12458,LARGE TRUCK,GM,11435,4,91508,1341,Alloy
MANHEIM,RED,No,8765,LARGE,GM,8135,2,64538,1703,Covers
MANHEIM,GREY,No,8509,LARGE TRUCK,CHRYSLER,10250,5,80653,983,Alloy
MANHEIM,YELLOW,No,7064,COMPACT,GM,6635,3,89919,853,Alloy
MANHEIM,BEIGE,No,5747,CROSSOVER,CHRYSLER,8940,6,75288,1389,Alloy
MANHEIM,RED,No,8708,LARGE TRUCK,CHRYSLER,10650,4,74225,920,Alloy
MANHEIM,BLACK,No,7755,MEDIUM,OTHER,8740,4,71855,686,Covers
MANHEIM,GREY,Yes,2908,MEDIUM,CHRYSLER,3325,6,52956,1003,Alloy
MANHEIM,SILVER,Yes,3857,MEDIUM,GM,4335,7,109549,3191,Alloy
MANHEIM,SILVER,No,3962,MEDIUM,CHRYSLER,4835,6,81104,1373,Alloy
MANHEIM,PURPLE,No,6213,MEDIUM SUV,CHRYSLER,8735,6,85486,1503,Alloy
MANHEIM,SILVER,No,5838,MEDIUM,GM,7740,3,65441,728,Alloy
MANHEIM,BLUE,No,6555,MEDIUM SUV,OTHER,7435,5,80364,983,Alloy
MANHEIM,GREEN,No,6572,LARGE TRUCK,GM,6835,4,62241,1118,Alloy
MANHEIM,WHITE,Yes,3231,MEDIUM,CHRYSLER,3835,6,107741,1770,Alloy
MANHEIM,GOLD,No,2204,MEDIUM,FORD,4235,8,109662,1430,Covers
MANHEIM,MAROON,Yes,4135,MEDIUM,FORD,3935,4,103929,1130,Alloy
MANHEIM,RED,Yes,2604,MEDIUM,GM,3210,7,100779,3191,Covers
OTHER,WHITE,No,4267,LARGE,GM,6700,5,54831,1500,Covers
OTHER,SILVER,Yes,3692,MEDIUM,GM,4220,4,77830,1155,Covers
OTHER,GREY,No,7149,MEDIUM,OTHER,6810,2,24589,582,Covers
OTHER,SILVER,No,5323,LARGE TRUCK,CHRYSLER,8820,5,71195,920,Alloy
OTHER,GOLD,No,2881,MEDIUM,OTHER,3760,6,79185,869,Covers
OTHER,RED,No,4679,LARGE TRUCK,GM,5910,6,73996,1572,Alloy
OTHER,GREEN,No,10972,MEDIUM SUV,FORD,5835,6,80656,1543,Alloy
OTHER,SILVER,No,7082,CROSSOVER,CHRYSLER,7410,4,76125,1389,Alloy
OTHER,GREY,No,7402,MEDIUM SUV,GM,8220,6,82566,2452,Alloy
OTHER,PURPLE,No,5867,MEDIUM,GM,7245,4,73157,803,Covers
OTHER,BLACK,Yes,5316,COMPACT,OTHER,6210,4,79070,569,unkwnWheel
OTHER,WHITE,No,10301,MEDIUM SUV,CHRYSLER,10840,4,68515,1215,Alloy
OTHER,BLUE,No,10326,MEDIUM,OTHER,8915,1,52167,505,Covers
OTHER,MAROON,No,9911,MEDIUM,OTHER,8843,2,55651,837,Alloy
OTHER,RED,No,10685,MEDIUM,OTHER,8630,1,43995,482,Covers
OTHER,RED,Yes,10430,MEDIUM,OTHER,8535,1,46053,482,Covers
OTHER,RED,No,9466,COMPACT,OTHER,8155,2,47634,482,Covers
OTHER,SILVER,No,10437,MEDIUM,OTHER,8915,1,51912,505,Covers
OTHER,GREY,No,10676,COMPACT,OTHER,9390,2,50353,588,Covers
OTHER,RED,No,10838,MEDIUM,OTHER,8725,1,45550,482,Covers
OTHER,MAROON,No,9571,MEDIUM,OTHER,7870,2,58892,837,Alloy
OTHER,GREEN,No,10642,COMPACT,OTHER,8915,2,48133,553,Covers
OTHER,SILVER,No,10630,MEDIUM,OTHER,8250,2,42464,764,Alloy
MANHEIM,RED,No,4503,LARGE,GM,7305,6,88621,2152,Alloy
MANHEIM,SILVER,No,8531,LARGE,GM,8430,3,83458,2152,Alloy
MANHEIM,GREY,No,7373,MEDIUM SUV,GM,8655,5,82606,1503,Alloy
MANHEIM,MAROON,No,5072,MEDIUM,GM,6255,5,77438,1272,Alloy
MANHEIM,WHITE,No,4583,MEDIUM,OTHER,7405,5,60950,533,Covers
MANHEIM,WHITE,No,4954,MEDIUM,OTHER,6790,5,80798,594,Covers
MANHEIM,WHITE,Yes,6134,MEDIUM,CHRYSLER,5690,3,76224,1389,Alloy
MANHEIM,GREEN,No,6301,MEDIUM SUV,GM,8805,7,82254,1543,Alloy
MANHEIM,GREY,No,3626,MEDIUM SUV,CHRYSLER,6435,9,59968,1634,Alloy
MANHEIM,WHITE,No,7048,COMPACT,GM,6540,2,60366,728,Covers
MANHEIM,SILVER,No,6814,LARGE,GM,7135,4,76679,1974,Covers
MANHEIM,GOLD,No,3268,COMPACT,GM,5635,5,75694,1155,Covers
MANHEIM,SILVER,No,2874,MEDIUM,GM,5840,6,88560,853,Covers
MANHEIM,SILVER,No,4315,MEDIUM,OTHER,6340,3,36020,462,Covers
MANHEIM,RED,No,5293,COMPACT,GM,6440,2,44701,623,Covers
MANHEIM,GREY,Yes,6539,LARGE SUV,FORD,8655,7,95091,1497,Alloy
MANHEIM,WHITE,No,5217,MEDIUM,CHRYSLER,6435,3,55425,1086,Covers
MANHEIM,BLUE,No,5579,MEDIUM,CHRYSLER,6035,3,58569,1086,Covers
MANHEIM,RED,No,4529,MEDIUM,OTHER,6240,5,72028,569,Alloy
MANHEIM,BLACK,No,7218,LARGE TRUCK,CHRYSLER,10575,4,86841,594,Alloy
OTHER,WHITE,No,6531,MEDIUM,GM,7930,4,56213,1003,Alloy
OTHER,GREY,No,6948,LARGE,GM,7026,4,56201,1500,Covers
OTHER,BLACK,No,10737,MEDIUM,FORD,7765,2,87968,1633,Alloy
OTHER,SILVER,No,7573,VAN,CHRYSLER,7740,3,80689,1763,Covers
OTHER,GOLD,No,5204,MEDIUM,OTHER,7330,7,87782,894,Alloy
OTHER,BLACK,No,6008,MEDIUM,OTHER,6426,5,70047,569,Alloy
OTHER,SILVER,No,11221,MEDIUM,OTHER,10490,3,65664,630,Covers
OTHER,SILVER,No,3292,MEDIUM,GM,3735,6,87560,853,Covers
OTHER,WHITE,No,4932,MEDIUM,FORD,5845,3,61712,825,Covers
OTHER,GREEN,No,3463,COMPACT,FORD,4506,6,83936,1243,Alloy
OTHER,GREY,No,5038,MEDIUM,GM,6826,5,80318,594,Covers
OTHER,GREY,No,10160,MEDIUM,OTHER,9580,3,89232,594,Covers
OTHER,BLUE,No,7744,SMALL SUV,OTHER,7530,4,74041,920,Alloy
OTHER,WHITE,No,4457,VAN,CHRYSLER,7744,5,48520,1116,Covers
OTHER,GOLD,No,4904,MEDIUM,GM,6934,5,59390,1003,Alloy
MANHEIM,GOLD,No,4054,LARGE,GM,6545,4,74750,1974,Alloy
MANHEIM,YELLOW,No,3212,COMPACT,GM,4200,5,84327,853,Alloy
MANHEIM,GOLD,No,8845,MEDIUM SUV,GM,8280,3,77691,1389,Covers
MANHEIM,BLUE,No,5371,SPORTS,FORD,5615,5,80547,853,Alloy
MANHEIM,GREY,No,7234,VAN,GM,7170,4,63895,1801,Alloy
MANHEIM,WHITE,No,9770,CROSSOVER,CHRYSLER,7390,2,80277,1503,Covers
MANHEIM,BLACK,No,9152,VAN,CHRYSLER,7790,3,74858,1623,Alloy
MANHEIM,BLUE,No,5321,VAN,CHRYSLER,6470,4,79104,1623,Alloy
MANHEIM,WHITE,No,4730,MEDIUM,GM,5415,4,57906,671,Covers
MANHEIM,GREY,No,6651,LARGE,GM,7570,3,74009,1974,Covers
MANHEIM,GOLD,No,7395,MEDIUM,GM,7170,2,79095,1272,Alloy
MANHEIM,BLACK,No,5779,MEDIUM,OTHER,5950,2,53015,505,Covers
MANHEIM,SILVER,Yes,6502,MEDIUM,GM,6750,3,75049,1272,Covers
MANHEIM,BEIGE,No,4710,MEDIUM,GM,5950,5,71144,803,Alloy
MANHEIM,SILVER,No,10877,MEDIUM SUV,CHRYSLER,9180,3,71052,1740,Alloy
MANHEIM,GOLD,No,3281,LARGE,GM,6080,5,74891,1974,Alloy
MANHEIM,GREEN,Yes,6981,MEDIUM SUV,GM,8135,5,74655,1389,unkwnWheel
MANHEIM,BEIGE,No,5094,MEDIUM,FORD,4750,3,92422,1053,unkwnWheel
MANHEIM,WHITE,No,4799,COMPACT,GM,5295,4,77985,803,Covers
MANHEIM,RED,No,7398,LARGE TRUCK,CHRYSLER,6715,4,94909,620,Alloy
MANHEIM,BEIGE,No,5246,MEDIUM,OTHER,6095,4,77241,569,Covers
MANHEIM,SILVER,No,7763,MEDIUM,OTHER,7380,3,60413,533,Covers
MANHEIM,WHITE,Yes,3415,MEDIUM,CHRYSLER,4205,6,76270,1272,unkwnWheel
MANHEIM,BLACK,No,10636,MEDIUM,FORD,8290,2,74504,1272,Alloy
MANHEIM,BLUE,No,6120,MEDIUM,OTHER,7245,5,80557,1373,Alloy
MANHEIM,NOT AVAIL,No,7456,MEDIUM,CHRYSLER,7780,2,54031,920,Covers
MANHEIM,GREEN,No,5630,VAN,CHRYSLER,6310,3,88478,1763,Alloy
MANHEIM,WHITE,Yes,4830,MEDIUM SUV,GM,7545,6,55276,1500,Alloy
MANHEIM,GOLD,No,1684,MEDIUM,FORD,4260,9,74634,1220,Covers
OTHER,GREY,No,4368,VAN,FORD,5100,5,62924,1313,unkwnWheel
OTHER,BLUE,No,4027,MEDIUM,GM,4575,6,84286,1113,Covers
OTHER,BLUE,No,11314,MEDIUM,CHRYSLER,10500,1,36540,762,Covers
OTHER,BLACK,No,7949,MEDIUM,CHRYSLER,7600,1,51124,920,unkwnWheel
OTHER,SILVER,No,7949,MEDIUM,CHRYSLER,7550,1,54667,920,Covers
OTHER,BLACK,No,7949,MEDIUM,CHRYSLER,7550,1,54199,920,Covers
OTHER,RED,No,6726,MEDIUM,CHRYSLER,6300,1,48270,975,Covers
OTHER,WHITE,No,8196,MEDIUM,CHRYSLER,8300,1,49523,834,Covers
OTHER,BEIGE,Yes,7960,MEDIUM,CHRYSLER,7700,1,57057,920,Covers
OTHER,BLUE,No,7304,MEDIUM,CHRYSLER,7100,1,47277,693,Covers
OTHER,WHITE,No,8194,MEDIUM,CHRYSLER,8000,1,50982,920,Alloy
OTHER,BLUE,No,7960,MEDIUM,CHRYSLER,7900,1,48638,834,Covers
OTHER,BLACK,No,7245,MEDIUM,CHRYSLER,7100,1,50013,754,Covers
OTHER,BLUE,No,8194,MEDIUM,CHRYSLER,8200,1,42692,834,Alloy
OTHER,BLACK,No,7457,MEDIUM,CHRYSLER,6200,1,55717,1086,Covers
OTHER,BLUE,No,7000,MEDIUM,CHRYSLER,6400,1,48134,975,Covers
OTHER,SILVER,No,7872,MEDIUM,CHRYSLER,8000,1,47740,834,Covers
OTHER,BLACK,No,7764,MEDIUM,CHRYSLER,7400,1,44140,693,Covers
OTHER,NOT AVAIL,No,8551,MEDIUM,CHRYSLER,7800,1,51636,920,Covers
OTHER,NOT AVAIL,No,8341,MEDIUM,CHRYSLER,7500,1,50738,920,Covers
OTHER,SILVER,No,8601,MEDIUM,CHRYSLER,7700,1,51589,920,Covers
OTHER,NOT AVAIL,No,7240,MEDIUM,CHRYSLER,6300,1,51333,1086,Alloy
OTHER,RED,No,7764,MEDIUM,CHRYSLER,7100,1,46045,693,Covers
OTHER,WHITE,No,6810,MEDIUM,CHRYSLER,6400,1,47643,975,Covers
OTHER,BLACK,No,8477,MEDIUM,CHRYSLER,8300,1,44537,834,Covers
OTHER,BLACK,No,7000,MEDIUM,CHRYSLER,6400,1,46610,975,Covers
OTHER,BLACK,No,7764,MEDIUM,CHRYSLER,7100,1,49211,693,Covers
OTHER,BEIGE,No,6966,MEDIUM,CHRYSLER,7100,1,48888,693,Covers
OTHER,ORANGE,No,7989,MEDIUM,CHRYSLER,7400,1,44510,693,Covers
OTHER,SILVER,No,7781,MEDIUM,CHRYSLER,8300,1,45428,834,Covers
OTHER,BLUE,No,7764,MEDIUM,CHRYSLER,6900,1,52712,754,Alloy
OTHER,SILVER,No,8313,MEDIUM,CHRYSLER,8100,1,48040,834,Alloy
OTHER,WHITE,No,8137,MEDIUM,CHRYSLER,7400,1,55496,920,Covers
OTHER,BLACK,No,7781,MEDIUM,CHRYSLER,8200,1,43944,834,Covers
OTHER,BLACK,No,7524,MEDIUM,CHRYSLER,7400,1,42944,693,Covers
OTHER,GOLD,No,7806,MEDIUM,CHRYSLER,7500,1,52464,920,Covers
OTHER,SILVER,No,7989,MEDIUM,CHRYSLER,7400,1,42283,693,Covers
OTHER,BLACK,No,7608,MEDIUM,CHRYSLER,8100,1,50478,920,Covers
OTHER,SILVER,No,6366,MEDIUM,CHRYSLER,6300,1,55713,1086,Covers
OTHER,BLUE,No,7457,MEDIUM,CHRYSLER,6500,1,46600,975,Covers
OTHER,RED,No,7457,MEDIUM,CHRYSLER,6500,1,46305,975,Covers
OTHER,BLUE,No,9391,MEDIUM,CHRYSLER,8800,1,56540,920,Alloy
OTHER,SILVER,No,8484,MEDIUM,CHRYSLER,8800,1,55417,920,Covers
OTHER,BLACK,No,7612,MEDIUM,CHRYSLER,7800,1,49045,834,Covers
OTHER,SILVER,No,7608,MEDIUM,CHRYSLER,8100,1,45827,834,Covers
OTHER,BLACK,No,7989,MEDIUM,CHRYSLER,7100,1,45360,693,Covers
OTHER,WHITE,No,7957,MEDIUM,CHRYSLER,7800,1,49720,834,Covers
OTHER,GOLD,No,8877,MEDIUM,CHRYSLER,7800,1,46160,834,Covers
OTHER,WHITE,No,8568,MEDIUM,CHRYSLER,8100,1,45370,834,Covers
OTHER,BLUE,No,7901,MEDIUM,CHRYSLER,7300,1,49108,693,Covers
OTHER,BLACK,No,6741,MEDIUM,CHRYSLER,6300,1,50105,1086,Covers
OTHER,WHITE,No,8009,MEDIUM,CHRYSLER,7600,1,51179,920,Covers
OTHER,BLACK,No,6512,MEDIUM,CHRYSLER,6500,1,49037,975,Covers
OTHER,BLACK,No,6535,MEDIUM,CHRYSLER,6500,1,46149,975,Covers
OTHER,BLUE,No,7612,MEDIUM,CHRYSLER,7500,1,57537,920,Covers
OTHER,WHITE,No,7416,MEDIUM,CHRYSLER,6500,1,49034,975,Covers
OTHER,RED,No,8009,MEDIUM,CHRYSLER,7500,1,53392,920,Covers
OTHER,WHITE,No,7165,MEDIUM,CHRYSLER,6800,1,52020,754,Covers
OTHER,SILVER,No,7524,MEDIUM,CHRYSLER,6800,1,51090,754,Covers
OTHER,SILVER,No,7169,MEDIUM,CHRYSLER,6100,1,51485,1086,Covers
OTHER,BLACK,No,7208,MEDIUM,CHRYSLER,6700,1,50526,754,Alloy
OTHER,BLACK,No,7269,MEDIUM,CHRYSLER,6700,1,52616,754,Alloy
OTHER,BLACK,No,7269,MEDIUM,CHRYSLER,6700,1,50831,754,Alloy
OTHER,RED,No,6862,MEDIUM,CHRYSLER,6700,1,50260,754,Covers
OTHER,BLACK,No,7269,MEDIUM,CHRYSLER,6700,1,51690,754,Alloy
OTHER,BLUE,No,7440,MEDIUM,CHRYSLER,7700,1,54843,920,Covers
OTHER,WHITE,Yes,6966,MEDIUM,CHRYSLER,6600,1,51004,754,unkwnWheel
OTHER,BROWN,No,7269,MEDIUM,CHRYSLER,6600,1,51926,754,Covers
OTHER,BLACK,No,6966,MEDIUM,CHRYSLER,6600,1,51650,754,Alloy
OTHER,BLUE,No,6966,MEDIUM,CHRYSLER,6600,1,52487,754,Alloy
OTHER,RED,No,8033,MEDIUM,CHRYSLER,7200,1,56271,920,Covers
OTHER,BLACK,No,6967,MEDIUM,CHRYSLER,6600,1,50967,754,Covers
OTHER,SILVER,No,7269,MEDIUM,CHRYSLER,6600,1,49816,693,Covers
OTHER,BLUE,No,7854,MEDIUM,CHRYSLER,7200,1,55033,920,Covers
OTHER,BLUE,No,7806,MEDIUM,CHRYSLER,7400,1,51044,920,Covers
OTHER,BLACK,No,7612,MEDIUM,CHRYSLER,7400,1,52864,920,Covers
OTHER,BLACK,No,8033,MEDIUM,CHRYSLER,7400,1,50735,920,Alloy
OTHER,BEIGE,Yes,6966,MEDIUM,CHRYSLER,6800,1,46106,693,unkwnWheel
OTHER,BLACK,No,7469,MEDIUM,CHRYSLER,6200,1,48350,975,Covers
OTHER,RED,No,6730,MEDIUM,CHRYSLER,6100,1,47225,975,Covers
OTHER,BLACK,No,6656,MEDIUM,CHRYSLER,6100,1,46938,975,Covers
OTHER,BEIGE,No,7269,MEDIUM,CHRYSLER,6500,1,47016,693,Covers
OTHER,BLACK,No,6730,MEDIUM,CHRYSLER,6100,1,47468,975,Covers
OTHER,WHITE,No,7612,MEDIUM,CHRYSLER,7200,1,51013,920,Covers
OTHER,SILVER,No,7208,MEDIUM,CHRYSLER,6500,1,49698,693,Alloy
OTHER,ORANGE,No,8070,MEDIUM,CHRYSLER,6500,1,46285,693,Covers
OTHER,GOLD,No,8018,MEDIUM,CHRYSLER,7800,1,46387,834,Covers
OTHER,ORANGE,No,7910,MEDIUM,CHRYSLER,7800,1,49428,834,Covers
OTHER,BLACK,No,6966,MEDIUM,CHRYSLER,6500,1,46845,693,Alloy
OTHER,SILVER,No,6966,MEDIUM,CHRYSLER,6500,1,46431,693,Covers
OTHER,BLACK,No,7269,MEDIUM,CHRYSLER,6500,1,45386,693,Covers
OTHER,BLACK,No,7612,MEDIUM,CHRYSLER,7500,1,47869,834,Covers
OTHER,SILVER,No,7477,MEDIUM,CHRYSLER,6000,2,48901,975,Covers
OTHER,ORANGE,No,7269,MEDIUM,CHRYSLER,6500,2,50278,754,Alloy
OTHER,BLACK,No,7269,MEDIUM,CHRYSLER,6200,2,53588,754,Covers
OTHER,BEIGE,No,7901,MEDIUM,CHRYSLER,6300,2,50346,754,Covers
OTHER,SILVER,No,8949,MEDIUM,CHRYSLER,7500,2,48404,834,Covers
OTHER,SILVER,No,7524,MEDIUM,CHRYSLER,6400,2,52492,754,Covers
OTHER,RED,No,7269,MEDIUM,CHRYSLER,6200,2,52295,754,Covers
OTHER,SILVER,No,7269,MEDIUM,CHRYSLER,6200,2,52131,754,Covers
OTHER,BLUE,No,7269,MEDIUM,CHRYSLER,6400,2,53741,754,Alloy
OTHER,BLACK,No,7269,MEDIUM,CHRYSLER,6300,2,52332,754,Covers
OTHER,SILVER,Yes,7018,MEDIUM,CHRYSLER,5700,2,50732,1086,Covers
OTHER,BLACK,No,7524,MEDIUM,CHRYSLER,6400,2,53482,754,Covers
OTHER,BLUE,No,6730,MEDIUM,CHRYSLER,6200,2,50103,1086,Covers
OTHER,BEIGE,No,7901,MEDIUM,CHRYSLER,6500,2,47933,693,Covers
OTHER,BLACK,No,7950,MEDIUM,CHRYSLER,6300,2,51664,754,Alloy
OTHER,BLACK,No,7743,MEDIUM,CHRYSLER,6700,2,57652,754,Covers
OTHER,BLACK,No,8033,MEDIUM,CHRYSLER,6900,2,51778,754,Covers
OTHER,BEIGE,Yes,7950,MEDIUM,CHRYSLER,6900,2,54346,754,Covers
OTHER,BLUE,No,8070,MEDIUM,CHRYSLER,7200,2,51868,754,unkwnWheel
OTHER,BLUE,No,7777,MEDIUM,CHRYSLER,7100,2,52771,754,Covers
OTHER,SILVER,No,7901,MEDIUM,CHRYSLER,7100,2,52535,754,Covers
OTHER,ORANGE,No,8070,MEDIUM,CHRYSLER,7100,2,50524,754,Covers
OTHER,RED,No,7901,MEDIUM,CHRYSLER,7100,2,50112,754,Covers
OTHER,SILVER,No,8033,MEDIUM,CHRYSLER,7100,2,51749,754,Covers
